,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
0,0.636985236136015,0.6420966291094357,0.7021181408160315,0.6589158990479813,0.6310854734124183,0.6088195041716102,0.6598120873864848,0.6470167135067704,0.6193986020318287,0.6517693294557375
1,0.7255259247912123,0.5966824712004559,0.6456570238981656,0.6689406426517222,0.6310503810333625,0.6269592800505356,0.7280741076525294,0.6432445077825337,0.5685202706701622,0.6743400239393685
2,0.6440643338334262,0.618246096159712,0.636716859096714,0.6220358583672437,0.6953511071501473,0.6803194443842772,0.6390439168919309,0.7149521383975868,0.6827645511518934,0.6636480462044423
3,0.6700114278522391,0.7108592491809778,0.6960909932630244,0.670309283514769,0.7221840448525667,0.7140284854770065,0.651435595602816,0.6887722747614844,0.571362805350347,0.6454076957153104
4,0.646964896396943,0.6006207720557442,0.5957146743239787,0.6810553133522261,0.6614157096155597,0.6177032501513949,0.671428788052125,0.6524687748937037,0.6694888493912279,0.6631031445699714
5,0.6568396730315873,0.739869363129591,0.7184626116067601,0.6642325532939857,0.6946429920711532,0.6522846473262048,0.6180273014728705,0.5940851353608232,0.652779481185952,0.6755689254714061
6,0.6727974476889187,0.6880507090230022,0.6521316817864802,0.6738055106390195,0.6623339923929659,0.692665317742603,0.6153823998185655,0.6596170532494494,0.6699205652449227,0.6142586575417551
7,0.7428943087834134,0.6070188046746918,0.6411493434914284,0.6233679889900847,0.6934801407620599,0.692854164532092,0.6659562200089015,0.6247177562602984,0.6874716534734449,0.6907858756311198
8,0.6451399326054585,0.6389161737480327,0.6805975052016324,0.6788711346224265,0.6915055575135358,0.6227604468828525,0.7292335329229025,0.5800237299232138,0.6651680405561995,0.6394550479384212
9,0.6225563251123123,0.6263295256103021,0.5990378419881117,0.636746611350633,0.6625514002440167,0.5961957848293998,0.6798677737902274,0.6159367033556087,0.5563790662251857,0.6461470381569909
10,0.6750833608193991,0.6113582779772964,0.6411702434385762,0.6019418517484064,0.7057350248931482,0.667111333073281,0.6356828617723986,0.6384441406717983,0.6177432256451063,0.6923761462596267
